cgi;1;0;0;0;0;0;1
"All this has happened before,""But the question remains. Does all of this have to happen again?";0;0;0;0;1;0;1
These robots can dance while I look like a pig being attacked when I attempt to dance ðŸ˜‚;1;0;0;0;0;1;0
Donâ€™t fall for the dancing, these same robots will turn on you!;1;0;0;0;0;1;0
This is terrifying! These same robots that you guys are dancing with will be the same robots to turn on you in the future!;1;0;0;0;0;1;0
This probably took so long to program. I hope the dudes who programmed this got paid a lot lol.;0;0;0;0;1;0;0
This always reminds me of the IMB 7094. We've gone from, in 1961, the first ever computer to sing... To 61 years later, 4 robots programmed to dance beautifully in sync, 3 of which being bipedal, and 2 of those NOT having wheels. We've gone from the FIRST SOUNDS to actual, literal dancing, in not much over half a century. God humanity is incredible.;1;1;1;1;0;0;0
Be VERY afraid.
Brought to you by DARPA.;0;0;0;0;0;1;0
But can it do the robot?;0;1;0;0;0;0;0
Heâ€™s better at dancing than me ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚;1;1;0;1;0;0;0
Dur Ã  le croire , Il doivent etre piloter par l'homme ..?;0;0;0;0;0;1;1
Fuckin AMAZING!;1;0;0;0;0;1;0
Notice all the humans are behind the bullet proof glass. Prepare!;0;0;0;0;0;1;0
Cute yet terrfeying.;0;0;0;0;1;1;0
My plan after cracking NEET â¤â¤;0;0;0;0;0;0;0
Bu iÅŸi biliyosunuz;1;0;0;0;0;0;0
WOOOOOO!!!!!!!!;0;0;0;0;0;0;0
Just you guys wait, soon the robots will start hitting the griddy;1;1;0;0;0;0;0
i hope this second robot is named P-body;0;0;0;0;1;0;0
I love thisâ¤;0;0;0;1;0;0;0
100% CGI. I have no proof but neither doubt;0;0;0;0;0;0;0
God help us;0;0;0;0;0;0;0
Great until they show up and tell you to go with them to the camp and then they tell you it's shower time! No thanks!;0;0;0;0;0;1;0
This is great!;0;0;0;0;0;0;0
They gonna do this dance on our graves some day.. and tbh I wonâ€™t even be mad.;1;0;0;0;0;1;0
ðŸ‘‰ðŸ‘ˆâ˜ºï¸ðŸ˜ðŸ˜ðŸ‘ðŸ‘ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜;0;0;0;0;0;0;0
â™« Ora, ora, se nÃ£o sÃ£o/As consequÃªncias/Das minhas prÃ³prias/Atitudes â™«;0;0;0;0;0;0;0
I watch this often and it always makes me smile.  But early spot was a bit creepy, like a robot  youâ€™d expect in Alien.;1;0;0;0;1;0;0
Spot was killing it haha!;1;1;0;1;0;0;0
Why do they not have hands;1;0;0;0;1;0;0
The fact that we are living in a world where robots can do this is mind boggling;1;0;0;0;1;0;0
Amazing tech. We are truly so advanced that we can create such lifelike robots. This is the future and the jobs of future - advanced AI and robotics that can do things for us and explore the universe;1;0;0;1;0;0;0
Remember, aim for the joints;0;0;0;0;0;0;0
Scary - NO AI !;0;0;0;0;0;1;0
The road to hell is paved with good intentions;0;0;0;0;0;0;0
Boy, if you thought computers brought homelessness to middle class humans before see what these guys plus AI will cause!! And Don't forget to cancel social security!;1;0;0;0;0;1;0
Anyone that thinks its CG you can literally go and see the robots dance in real life its allready happened at concerts etc in SK;1;0;0;0;0;1;0
ðŸ˜‚the best;0;0;0;0;0;0;0
ora ora se nÃ£o sÃ£o;0;0;0;0;0;0;0
Me when l dance;0;0;0;0;0;0;0
Amazing to see, I remember watching robot footage about a year or so ago and the robots could barely move fluidly, and now theyâ€™re a better dancer than me. Truly amazing;1;1;0;1;0;0;0
When you finally take over those pesky humans:;0;0;0;0;0;0;0
it aint cgi;0;0;0;0;0;0;0
HOW IS THIS NOT CG, the robots move so smooth and lifelike its really hard to believe this is real;1;0;0;0;0;0;0
Honestly, look at how they move. It's better than the best white person dancing;1;0;0;0;0;0;0
Time to start stocking up on very powerful magnets ðŸ§²;0;0;0;0;0;0;0
AMAZING and GOD DAMN SCARY.;1;0;0;0;1;1;0
So fucking cool;0;0;0;0;0;0;0
You guys are awesome!!!;0;0;0;0;0;0;0
The Boston Dynamics' robots are controlled by technicians holding hand held controllers , while standing out of camera range. However,  what will happen when (not if) they are  made to be self controlled with something akin to ChatGPT?   Hint: "I'll be back." ðŸ˜Ž;1;0;0;0;0;0;0
The Cylons are Coming!!!!;0;0;0;0;0;0;0
Ora ora;0;0;0;0;1;0;0
It's so good it looks like CGI.;1;0;0;0;0;0;0
Just amazing!;0;0;0;0;0;0;0
Every guys dream is to have a robot as a friend ðŸ¤©;1;0;0;0;0;0;0
Ð¡ÑƒÐ¿ÐµÑ€!!! ÐžÐ±Ð¾Ð¶Ð°ÑŽ ÐÑ‚Ð»Ð°ÑÐ° Ð¸ Ð¡Ð¿Ð¾Ñ‚Ð¸. ðŸ˜€â¤â¤â¤ðŸ‘ðŸ‘ðŸ‘;1;0;0;1;0;0;0
Robot after killed all human :;0;0;0;0;0;0;0
I didn't have heart...:Dhahshs I gotta feeling...;1;0;0;1;0;0;0
Me and the boys when the computer scientist working a 20 hour shift forgets to program us with Azimovâ€™s three laws of robotics;1;0;0;0;0;0;0
just a bunch of groovy ?>??>???;1;0;0;0;1;0;0
I frickin love these robots. Roll it again! lol.;1;0;0;1;0;0;0
Absolutely drew me to tears, how much insane hard work to achieve this! How much insane hard work!;1;0;0;0;1;0;0
Robot innovation is becoming more incredible every day! Look out human beings!ðŸ¤ª;1;0;0;0;1;0;0
Its so unpleasant to watch..creepy.;0;0;0;0;0;1;0
Atlas is definitely my favorite robot. Can't wait till he gets hands and a head. That is possible already. I wonder why you guys haven't  done it yet. He has more personality than those talkative AI;1;0;0;1;0;0;0
Evil!!;0;0;0;0;0;1;0
